kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
A13880204,가락대림아파트,위탁관리,6,유원종합관리(주),위탁관리,8,유원종합관리(주),위탁관리,4,음식물쓰레기종량제,위탁관리,30,"도포식,분무식",철근콘크리트구조,910,종합계약,위탁선임,P형,부스타방식,위탁관리,13,270,38,무,59,"관리사무소, 노인정, 어린이놀이터",5분이내,8호선,경찰병원,,"관공서(송파경찰서, 송파소방서) 병원(경찰병원) 백화점(롯데 잠실점) 대형상가(롯데마트, 하나로마트) 공원(올림픽공원)","초등학교(신가, 가주, 가동, 중대, 평화초) 중학교(석촌, 가락, 송파, 일신여자, 오금, 가원중) 고등학교(가락, 일신여자, 잠실여자, 오금, 방산고) 대학교(한국불교대학교)",0,0,Y
A13880406,가락우성1차,위탁관리,8,서일개발,위탁관리,9,(유)와이번스안전관리시스템,위탁관리,9,차량수거방식,위탁관리,12,"도포식,기구부착식",철근콘크리트구조,2816,단일계약,상주선임,P형,부스타방식,위탁관리,14,472,0,유,61,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,"3호선, 8호선",가락시장역,10~15분이내,"관공서(가락본동사무소, 송파경찰서) 병원(국립경찰) 백화점(롯데 잠실점) 대형상가(삼성디지털프라자) 공원(송이, 가락)",초등학교(신가) 중학교(석촌) 고등학교(가락),10,0,Y
A13880407,가락금호,위탁관리,8,서림주택관리(주),위탁관리,8,(주)진흥관리시스템,위탁관리,8,음식물쓰레기종량제,위탁관리,12,,철근콘크리트구조,2100,단일계약,상주선임,R형,고가수조식,위탁관리,17,120,618,무,54,"관리사무소, 노인정, 어린이놀이터",5분이내,"3호선, 8호선",가락시장역,5분이내,"관공서(송파경찰서) 병원(국립경찰) 백화점(롯데 잠실점) 대형상가(삼성디지털프라자) 공원(송이, 가락)",초등학교(신가) 중학교(석촌) 고등학교(가락),0,39,Y
A13880602,가락우성2차아파트,위탁관리,3,계룡관리,위탁관리,2,웅산산업개발(주),위탁관리,2,음식물쓰레기종량제,위탁관리,6,"분무식,독이식",철근콘크리트구조,550,단일계약,위탁선임,P형,고가수조식,위탁관리,4,29,127,무,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",5분이내,"3호선, 8호선",,5~10분이내,"관공서(문정1동사무소, 송파경찰서) 병원(국립경찰병원) 백화점(롯데 잠실점) 대형상가(LG마트) 공원(건너말)",초등학교(평화) 중학교(가원) 고등학교(가락) 대학교(가천대학교),0,1,Y
A13880603,가락한신,위탁관리,4,(주)무림하우징,위탁관리,4,(주)세계보안관리시스템,위탁관리,2,음식물쓰레기종량제,위탁관리,6,,철근콘크리트구조,900,종합계약,위탁선임,P형,고가수조식,위탁관리,9,88,86,무,48,"관리사무소, 어린이놀이터, 자전거보관소",5분이내,8호선,,5분이내,"관공서(문정1동사무소, 송파경찰서) 병원(국립경찰) 백화점(롯데 잠실점) 대형상가(삼성디지털프라자) 공원(건너말)",초등학교(평화) 중학교(가원) 고등학교(가락),9,0,Y
A13880701,가락미륭아파트,위탁관리,6,(주)무림하우징,위탁관리,8,(주)강일기업,자치관리(직영),3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,950,단일계약,위탁선임,P형,고가수조식,위탁관리,9,348,0,무,41,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"3호선, 5호선","3호선경찰병원역,5호선개롱역",5~10분이내,"관공서(송파경찰서) 병원(국립경찰) 백화점(롯데 잠실점) 대형상가(하이마트-가락점) 공원(가락, 개롱근린, 건너말)",초등학교(가주초등학교) 중학교(송파중학교) 고등학교(오금고등학교),1,0,Y
A13880806,가락쌍용1차,위탁관리,22,한국주택시설관리(주),위탁관리,24,(주)피누스이앤씨,위탁관리,19,차량수거방식,위탁관리,4,분무식,철근콘크리트구조,5200,단일계약,상주선임,R형,고가수조식,위탁관리,49,414,1608,무,284,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",10~15분이내,"3호선, 5호선, 8호선",,10~15분이내,"관공서(가락2동사무소) 병원(국립경찰병원) 백화점(롯데 잠실점) 대형상가(LG하이프라자) 공원(개롱근린, 가락)",초등학교(가주초등학교) 중학교(송파중학교) 고등학교(오금고등학교),0,66,Y
A13881005,가락래미안파크팰리스,위탁관리,9,우리관리(주),위탁관리,9,(주)이엠피서비스,위탁관리,11,음식물쓰레기종량제,위탁관리,12,"분무식,기구설치식,독이식",철근콘크리트구조,3500,단일계약,상주선임,R형,부스타방식,위탁관리,22,76,1133,유,200,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"3호선, 5호선",개롱,5분이내,"관공서(송파경찰서) 병원(국립경찰병원, 오금역 서울병원) 백화점(롯데 잠실점) 공원(오금근린공원)","초등학교(가동) 중학교(송파, 오주) 고등학교(가락, 보인정보산업)",0,24,Y
A13881103,삼환가락,위탁관리,10,(주)무림하우징,위탁관리,21,(주)이데아그룹,위탁관리,7,음식물쓰레기종량제,위탁관리,4,"분무식,기구부착식",철골철근콘크리트구조,1700,단일계약,상주선임,R형,고가수조식,위탁관리,19,544,0,무,80,"관리사무소, 노인정, 어린이놀이터",5~10분이내,5호선,개롱,5~10분이내,관공서(송파경찰서) 병원(국립경찰) 백화점(롯데 잠실점) 대형상가() 공원(개농근린공원),초등학교(가동) 중학교(송파) 고등학교(보인상업고등학교),0,0,Y
A13881204,가락프라자,위탁관리,8,서림주택관리(주),위탁관리,22,예주산업(주),위탁관리,8,음식물쓰레기종량제,위탁관리,4,,철근콘크리트구조,2350,단일계약,상주선임,P형,부스타방식,위탁관리,28,682,0,무,35,"관리사무소, 노인정, 어린이놀이터, 유치원",15~20분이내,"5호선, 8호선","개롱역(5), 문정역(8)",15~20분이내,관공서(송파경찰서) 병원(국립경찰) 백화점(롯데 잠실점) 대형상가() 공원(개롱근린공원),초등학교(가동초등학교) 중학교(송파중학교) 고등학교(보인상업고등학교),0,0,Y
A13895501,송파성원상떼빌,위탁관리,6,주식회사 한빛종합관리,위탁관리,3,(주)두원에이앤씨,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,2250,종합계약,상주선임,R형,부스타방식,위탁관리,10,0,565,유,157,관리사무소,5~10분이내,"3호선, 5호선",,5~10분이내,,,0,17,Y
A13895502,가락3차쌍용스윗닷홈(1~4동),위탁관리,4,대한종합관리(주),위탁관리,4,승학(주),위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,2296,단일계약,위탁선임,R형,부스타방식,위탁관리,11,102,152,무,69,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",5분이내,"3호선, 5호선",경찰병원역,5분이내,"관공서(가락본동 주민센타) 병원(경찰병원,) 공원(가락공원)",,0,0,Y
A13895503,한화오벨리스크,위탁관리(직영+위탁),5,한국관리서비스,위탁관리,3,(주)한국관리서비스,위탁관리,4,차량수거방식,위탁관리,4,"도포식,독이식",철근콘크리트구조,1870,종합계약,상주선임,R형,부스타방식,위탁관리,5,7,281,무,95,,5분이내,,,5분이내,"관공서(가락본동사무소, 송파경찰서) 병원(국립경찰) 대형상가(가락농수산물시장) 공원(가락, 건너말)",초등학교(평화) 고등학교(가락),0,0,Y
A10022030,문정현대아파트,위탁관리,,서일개발(주),,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,10~15분이내,,,0,0,Y
A10022403,힐스테이트 e편한세상 문정아파트,위탁관리,11,우리관리(주),위탁관리,,홈스웰,위탁관리,16,음식물쓰레기종량제,위탁관리,12,,철근콘크리트구조,6500,종합계약,상주선임,GR형,부스타방식,위탁관리,43,0,1427,유,621,,5분이내,,,5~10분이내,,,0,8,Y
A10022621,문정동마에스트로청년주택,위탁관리,7,주식회사 휴시스,위탁관리,2,주식회사휴시스,위탁관리,2,차량수거방식,위탁관리,12,분무식,철골철근콘크리트구조,2300,단일계약,상주선임,R형,부스타방식,위탁관리,5,0,224,유,167,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,8호선,,,,,0,10,Y
A10022995,문정동현대2차아파트,자치관리,4,,자치관리,2,,자치관리,,음식물쓰레기종량제,위탁관리,12,"도포식,독이식",철골콘크리트구조,,,위탁선임,P형,고가수조식,위탁관리,1,12,68,무,12,"관리사무소, 어린이놀이터, 자전거보관소",5~10분이내,8호선,,5~10분이내,,,0,0,Y
A10024172,문정현대아파트,위탁관리,1,(주)무림하우징,위탁관리,2,엘림테크,위탁관리,0,음식물쓰레기종량제,자치관리,4,분무식,철근콘크리트구조,300,단일계약,위탁선임,P형,고가수조식,위탁관리,2,7,78,무,21,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",5분이내,8호선,,5~10분이내,,,2,2,Y
A10027346,파크하비오푸르지오아파트,위탁관리,8,율산개발(주),위탁관리,8,(주)에스원,위탁관리,14,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,5500,단일계약,상주선임,R형,부스타방식,위탁관리,20,0,1401,유,212,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,8호선,,5분이내,백화점() 대형상가() 공원(),,0,71,Y
A13820001,문정3차푸르지오,위탁관리,2,(주)신대한관리,위탁관리,2,(주)승학,위탁관리,2,음식물쓰레기종량제,위탁관리,12,독이식,철근콘크리트구조,840,단일계약,위탁선임,P형,부스타방식,위탁관리,10,0,175,유,36,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,8호선,문정,10~15분이내,관공서(장지동사무소) 병원(경찰) 백화점(롯데) 공원(두댐이),"초등학교(문정) 중학교(문정) 고등학교(문덕,문정)",0,3,Y
A13820002,문정세양청마루,위탁관리,2,(주)현대개발,위탁관리,2,,위탁관리,2,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,600,단일계약,위탁선임,P형,부스타방식,위탁관리,6,53,73,무,20,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"3호선, 5호선, 8호선",문정,10~15분이내,병원(경찰) 백화점(롯데) 공원(두댐이),초등학교(문정) 중학교(문정) 고등학교(보인정보),0,0,Y
A13820004,가락1차현대아파트,위탁관리,9,율산개발(주),위탁관리,16,탄천산업,위탁관리,6,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,145,단일계약,상주선임,P형,부스타방식,위탁관리,20,340,0,무,67,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,"3호선, 5호선, 8호선",문정,10~15분이내,관공서(문정1동사무소) 병원(경찰) 백화점(롯데) 대형상가(하이마트-가락점) 공원(두댐이),초등학교(문정) 중학교(문정) 고등학교(보인정보),0,0,Y
A13820005,문정건영,위탁관리,7,인덕종합관리(주),위탁관리,8,(주)세계보안관리,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",철근콘크리트구조,1750,단일계약,상주선임,P형,고가수조식,위탁관리,18,218,235,무,65,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,8호선,장지역,5~10분이내,"관공서(동부지원) 병원(경찰병원) 백화점(현대백화점,NC백화점) 대형상가(가든파이브) 공원(연화)",초등학교(문덕) 중학교(문정) 고등학교(보인정보),0,0,Y
A13820006,문정래미안,위탁관리,14,에이제이대원 주식회사,위탁관리,18,(주)에스원,위탁관리,24,음식물쓰레기종량제,위탁관리,4,"분무식,독이식",철근콘크리트구조,6000,단일계약,상주선임,R형,부스타방식,위탁관리,46,131,3127,유,456,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,"3호선, 5호선, 8호선",,10~15분이내,관공서(문정동사무소) 병원(경찰병원) 백화점(롯데) 대형상가(롯대마트 - 가락시장앞) 공원(두댐이),초등학교(문정초등학교) 중학교(문정중학교) 고등학교(보인고등학교),0,66,Y
A13820007,문정시영,위탁관리,10,서림주택관리(주),위탁관리,0,,위탁관리,10,거점장비수거방식,위탁관리,12,분무식,철근콘크리트구조,1900,단일계약,상주선임,P형,부스타방식,위탁관리,20,537,0,무,32,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,5호선,문정,10~15분이내,병원(경찰) 백화점(롯데) 공원(두댐이),초등학교(문정) 중학교(문정) 고등학교(보인정보),0,0,Y
A13820201,올림픽훼밀리타운,위탁관리,49,율산개발 유한회사,위탁관리,90,조현시스템,위탁관리,47,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,10500,단일계약,상주선임,R형,고가수조식,위탁관리,151,3956,289,무,448,"관리사무소, 노인정, 어린이놀이터",5분이내,"3호선, 8호선",,5분이내,"관공서(중앙전파관리국,동사무소) 병원(국립경찰병원) 대형상가(롯데마트, 농수산물도매시장) 공원(훼밀리공원)","초등학교(가원초등학교,평화초등학교) 중학교(가원중학교)",85,0,Y
A13882401,문정푸르지오2차,위탁관리,3,(주)무림하우징,위탁관리(직영+위탁),2,인동종합관리(주),위탁관리,2,거점장비수거방식,위탁관리,12,,철근콘크리트구조,700,단일계약,위탁선임,P형,고가수조식,위탁관리,5,10,178,무,41,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,8호선,문정,5~10분이내,병원(경찰) 백화점(롯데) 대형상가(삼성디지털프라자) 공원(연화),초등학교(문덕) 중학교(문정) 고등학교(문정),4,0,Y
A13882402,문정푸르지오1차,위탁관리,4,(주)무림하우징,위탁관리,2,(주)신현대관리,자치관리(직영),2,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,650,종합계약,위탁선임,P형,고가수조식,위탁관리,7,35,207,유,52,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,8호선,문정,5~10분이내,"병원(경찰) 백화점(롯데,nc) 공원(문정근린공원)",초등학교(문덕) 중학교(문정) 고등학교(문정),0,0,Y
A10023296,송파파인타운12단지,위탁관리,3,광인산업(주),위탁관리,2,광인산업(주),위탁관리,1,차량수거방식,위탁관리,4,"도포식,분무식",철근콘크리트구조,880,단일계약,위탁선임,R형,부스타방식,위탁관리,6,25,144,,33,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,8호선,,10~15분이내,,초등학교() 중학교() 고등학교(),3,1,Y
A10023897,위례중앙푸르지오아파트,위탁관리,7,(주)케이엠산업,위탁관리,4,(주)케이엠산업,위탁관리,4,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",철근콘크리트구조,3200,종합계약,상주선임,R형,부스타방식,위탁관리,12,0,453,유,117,"관리사무소, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"8호선, 분당선",,10~15분이내,,,0,8,Y
A10026682,위례포레샤인아파트,위탁관리,15,(주)한결에이엠,위탁관리,12,(주)한결에이엠,위탁관리,21,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,5665,종합계약,상주선임,GR형,부스타방식,위탁관리,57,173,2267,유,557,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,"8호선, 분당선",,10~15분이내,병원() 백화점() 대형상가(),초등학교() 중학교(),6,86,Y
A10027461,힐스테이트 송파위례아파트,위탁관리,8,(주)무림하우징,위탁관리,5,시큐원,위탁관리,7,차량수거방식,위탁관리,4,기구부착식,철골철근콘크리트구조,3650,단일계약,상주선임,GR형,부스타방식,위탁관리,14,0,855,유,267,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"5호선, 8호선, 분당선",,20분초과,관공서(송파구청) 병원(경찰병원) 대형상가(스타필드),초등학교(위례별초등학교) 중학교(송례중학교),0,11,Y
A10027553,위례2차아이파크아파트,위탁관리,6,(주)무림하우징,위탁관리,4,에스텍시스템,위탁관리,7,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,3000,단일계약,상주선임,R형,부스타방식,위탁관리,12,0,873,유,369,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,8호선,,15~20분이내,관공서() 병원() 대형상가() 공원(),초등학교() 중학교() 고등학교(),0,33,Y
A10027632,송파 와이즈더샵,위탁관리,6,대원종합관리(주),위탁관리,6,삼우안전관리 유한회사,위탁관리,4,차량수거방식,위탁관리,4,"도포식,분무식,독이식",철골철근콘크리트구조,3000,단일계약,상주선임,R형,부스타방식,위탁관리,11,0,631,유,147,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,"3호선, 8호선, 분당선",,20분초과,대형상가() 공원(),초등학교() 중학교() 고등학교() 대학교(),0,52,Y
A10027744,위례아이파크아파트,위탁관리,7,(주)타워피엠씨,위탁관리,4,(주)타워피엠씨,위탁관리,6,차량수거방식,위탁관리,12,"도포식,독이식",철골철근콘크리트구조,2000,단일계약,상주선임,R형,부스타방식,위탁관리,13,0,663,무,322,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"3호선, 8호선",,20분초과,,"초등학교(송례초등학교, 위례별초등학교) 중학교(송례중학교)",0,8,Y
A10028086,위례 송파푸르지오,위탁관리,8,우리관리(주),위탁관리,5,에스원,위탁관리,8,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철골철근콘크리트구조,3750,종합계약,상주선임,GR형,부스타방식,위탁관리,14,3,1100,유,218,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"8호선, 분당선",,10~15분이내,관공서(위례동주민센터) 백화점() 대형상가(스타필드 위례) 공원(위례중앙공원),초등학교(위례별초등학교) 중학교(송례중학교),0,16,Y
A13821001,송파파인타운4단지,위탁관리,2,광인산업(주),위탁관리,2,백산티엠,위탁관리,2,거점장비수거방식,위탁관리,4,"도포식,분무식",철근콘크리트구조,1050,종합계약,위탁선임,R형,부스타방식,위탁관리,10,139,61,무,49,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,8호선,장지,5~10분이내,공원(),초등학교(장지) 중학교() 고등학교(한),0,4,Y
A13821002,송파파인타운11단지,위탁관리,4,광인산업(주),위탁관리,5,(주)세연종합관리,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1360,단일계약,상주선임,R형,부스타방식,위탁관리,14,82,281,유,92,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,8호선,장지,5~10분이내,공원(아이코리아쉼터),초등학교(문현초등) 중학교(문현중) 고등학교(문현고),2,5,Y
A13821003,송파파인타운5단지,위탁관리,5,율산개발 유한회사,위탁관리,4,(주)신화비엠씨,위탁관리,5,거점장비수거방식,위탁관리,12,"분무식,독이식",철근콘크리트구조,1400,단일계약,상주선임,R형,부스타방식,위탁관리,12,46,446,유,106,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5분이내,8호선,,5~10분이내,백화점(NC백화점) 대형상가(가든파이브) 공원(장수공원) 기타(송파글마루도서관),초등학교(문현초등학교) 중학교(문현중학교) 고등학교(문현고등학교),1,15,Y
A13821004,송파파인타운7단지,위탁관리,6,서림주택관리주식회사,위탁관리,6,(주)국보종합관리,위탁관리,5,차량수거방식,위탁관리,12,"도포식,분무식,기구부착식",철근콘크리트구조,1800,단일계약,상주선임,R형,부스타방식,위탁관리,14,70,509,유,88,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,8호선,,5~10분이내,대형상가(가든파이브) 공원(연화공원),초등학교(문정초교) 중학교(문정중학교) 고등학교(문정고등학교),2,19,Y
A13821005,송파파인타운10단지,위탁관리,6,광인산업(주),위탁관리,6,(주)백산티엠,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1560,단일계약,상주선임,R형,부스타방식,위탁관리,14,130,419,무,76,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,8호선,장지,5~10분이내,공원(연화공원),중학교(한림여중),0,18,Y
A13821006,송파파인타운8단지,위탁관리,6,우리관리(주),위탁관리,6,(주)미래환경,위탁관리,6,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,1300,단일계약,상주선임,R형,부스타방식,위탁관리,15,34,671,무,91,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,8호선,장지,5~10분이내,백화점(NC백화점) 공원(두댐이공원),"초등학교(문정,문덕) 중학교(문정) 고등학교(한림실업)",0,5,Y
A13821007,송파파인타운9단지,위탁관리,6,(주)무림개발,위탁관리,8,(주)엘림테크,위탁관리,6,거점장비수거방식,위탁관리,12,분무식,철근콘크리트구조,1950,종합계약,상주선임,R형,부스타방식,위탁관리,18,59,763,유,128,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터",5~10분이내,8호선,장지,5~10분이내,공원(연화공원),초등학교(장지초교),0,16,Y
A13876108,송파파인타운6단지,위탁관리,6,세화종합관리(주),위탁관리,6,(주)듀델코리아,위탁관리,6,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,1400,단일계약,상주선임,R형,부스타방식,위탁관리,15,86,533,무,58,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터",5분이내,8호선,장지,5~10분이내,"관공서(송파구산모건강증진센터, 글마루도서관) 백화점(NC백화점) 대형상가(이마트) 공원(장수공원)","초등학교(문현) 중학교(문현) 고등학교(문현, 한림예술,한림실업)",0,18,Y
A13876109,송파파인타운2단지,위탁관리,5,(주)동우개발,위탁관리,6,(주)코리아이지텔,위탁관리,3,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,1250,단일계약,상주선임,R형,부스타방식,위탁관리,13,63,332,무,84,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,8호선,,10~15분이내,관공서(장지동주민센터) 병원() 대형상가() 공원(),"초등학교(문정,문현,문덕) 중학교(문정,문현) 고등학교(한림예고,문현,문정)",8,8,Y
A13876110,송파파인타운3단지,위탁관리,6,(주)동우개발,위탁관리,12,하이리치 자산관리(주),위탁관리,6,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,2350,단일계약,상주선임,R형,부스타방식,위탁관리,19,68,652,무,91,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,8호선,문정,5~10분이내,공원(두댐이공원),"초등학교(문정,문덕) 중학교(문정) 고등학교(한림실업)",0,15,Y
A13876111,송파파인타운1단지,위탁관리,4,율산개발(주),위탁관리,3,신화비엠씨,위탁관리,3,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,955,단일계약,위탁선임,R형,부스타방식,위탁관리,12,58,203,유,74,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"5호선, 8호선",장지,15~20분이내,기타(가든파이브),"초등학교(문현) 중학교(문정, 문현) 고등학교(문정, 한림)",3,4,Y
A13876112,송파파인타운13단지,위탁관리,3,광인산업(주),위탁관리,2,광인산업,위탁관리,2,거점장비수거방식,위탁관리,10,"도포식,분무식",철근콘크리트구조,1027,단일계약,위탁선임,R형,부스타방식,위탁관리,6,17,208,무,65,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,8호선,장지,5분이내,"관공서(서울동부법원,검찰청) 병원(경찰병원) 백화점(현대아울렛, NC백화점) 대형상가(가든파이브) 공원(석촌호수)",초등학교(문현초등학교) 중학교(문현중학교) 고등학교(문현고등학교),5,21,Y
A13876113,송파더센트레아파트,위탁관리,9,율산개발 유한회사,위탁관리,6,(주)시큐원,위탁관리,12,음식물쓰레기종량제,위탁관리,12,"분무식,기구부착식",철근콘크리트구조,6050,단일계약,상주선임,R형,부스타방식,위탁관리,66,26,1206,유,321,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"5호선, 8호선",,15~20분이내,백화점(NC백화점) 대형상가(이마트),초등학교(서울송례) 중학교(송례),0,4,Y
A13876114,송파꿈에그린아파트,위탁관리,16,(주)케이비아주,위탁관리,12,(주)유케이개발,위탁관리,18,거점장비수거방식,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,6200,단일계약,상주선임,기타,기타,위탁관리,106,45,2030,유,450,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5~10분이내,"5호선, 8호선, 분당선, 수인선",,5~10분이내,백화점(NC백화점) 대형상가(이마트),초등학교() 중학교(),0,28,Y
A10021457,방이금호어울림아파트,위탁관리(직영+위탁),5,(주)현대개발,,,,위탁관리,1,차량수거방식,자치관리,,,철골철근콘크리트구조,960,종합계약,위탁선임,P형,고가수조식,위탁관리,6,156,0,유,36,,5분이내,,,10~15분이내,,,0,12,Y
A10022027,효성올림픽카운티,위탁관리,4,(주)신대한관리,위탁관리,,(주)신대한관리,위탁관리,2,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철골철근콘크리트구조,1100,종합계약,상주선임,P형,부스타방식,위탁관리(직영+위탁),2,9,98,무,32,,5~10분이내,,,,,,0,0,Y
A10026209,올림픽베어스타운,위탁관리,4,(주)태룡에스디,위탁관리,2,,자치관리,2,음식물쓰레기종량제,위탁관리,12,,기타콘크리트구조,709,기타,위탁선임,P형,고가수조식,위탁관리,2,10,150,무,24,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,9호선,몽촌토성역,5~10분이내,관공서(송파구청) 병원(아산병원) 백화점(롯데월드) 대형상가(롯데월드) 공원(올림픽공원),,0,0,Y
A13805001,방이대림가락,자치관리,7,,위탁관리,10,(주)이오티앤디,위탁관리,7,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,1800,단일계약,상주선임,P형,수도직결식,위탁관리,16,650,0,무,68,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,5호선,방이,5분이내,관공서(방이1동사무소) 병원(대광의원) 대형상가(삼성디지털프라자) 공원(올림픽공원),"초등학교(방이초교,방산초교) 중학교(방산중교) 고등학교(방산고교)",10,0,Y
